"城市范围","检索日期","视频标题","BV号","视频链接","发布日期","播放量","评论数","创作者","创作者UID","粉丝数","粉丝核验日","门槛结论","发现来源"
"无锡市","2026-07-21","无锡钱桥30年老面饭店，12点面条居然卖光了，点3个菜干饭也挺好！","BV1XqW3zFEPb","https://www.bilibili.com/video/BV1XqW3zFEPb/","2025-09-19","8993","32","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡新安老街宝藏小饭店，二层的民房到饭点就满座，满是老法头味道！","BV1kGaBz6ETk","https://www.bilibili.com/video/BV1kGaBz6ETk/","2025-09-06","19944","28","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","到了无锡，总得尝尝本地味。玉友推荐了一家饭店，到店才发现人气超旺。这里都是家常小菜，价格亲民，味道却特别地道，吃完还忍不住回味，这趟真是没白来。","BV1MXaczUEJP","https://www.bilibili.com/video/BV1MXaczUEJP/","2025-09-02","5659","59","厚德载玉缘","3546393585125411","27839","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","在无锡梁溪区吃藏在巷子里的“大酒店”10块一份的糖醋排骨19块的猪肘 10块的走油肉  8块的葱烤大排 156块买了15样，性价比简直炸裂#无锡美食","BV1vieoz9Eb9","https://www.bilibili.com/video/BV1vieoz9Eb9/","2025-08-25","1293438","480","达哥在上海","504799975","1048522","2026-07-21","通过：≥10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡盛岸市场，美食天花板","BV1VWbPzsESf","https://www.bilibili.com/video/BV1VWbPzsESf/","2025-08-10","11843","66","二少爷的拍拍拍","1604051466","3366","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡高分必吃榜餐厅，全场无雷闭着眼睛点","BV1E88Cz2ENs","https://www.bilibili.com/video/BV1E88Cz2ENs/","2025-07-31","12120","60","下馆子的王老板","3494366570089314","38397","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","老城区No.1！无锡人已经吃了十几年……","BV1VghczWECC","https://www.bilibili.com/video/BV1VghczWECC/","2025-07-30","3682","37","IPWUXI","3546645700544846","262","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","三伏顶流！无锡人从小吃到大","BV1M2g7z3Exx","https://www.bilibili.com/video/BV1M2g7z3Exx/","2025-07-22","911","7","IPWUXI","3546645700544846","262","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡13.8快餐自助，十几种菜吃了三大份，吃撑了！","BV14yMxzoES6","https://www.bilibili.com/video/BV14yMxzoES6/","2025-06-15","1264","10","LLThh","40321020","15","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","江苏无锡藏在楼群里的小菜馆，红烧脚圈、肉酿面筋等，味道如何？","BV1T8VtzCE1i","https://www.bilibili.com/video/BV1T8VtzCE1i/","2025-05-07","12014","32","介介耐美食","394227249","19493","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡“老饕”看了都得夸我下(^_^)真会吃！48h纯吃攻略","BV1rAVjzaEF9","https://www.bilibili.com/video/BV1rAVjzaEF9/","2025-05-03","41311","134","美食胖大星","3493091161934135","103915","2026-07-21","通过：≥10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡串串届的元老，你们不会还没吃过吧","BV143LEzQEae","https://www.bilibili.com/video/BV143LEzQEae/","2025-04-25","2559","5","熊猫姐姐-Miss华","3493121520306502","2351","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡严家桥村里的味道，看菜点菜不论价，吃前慌得手抖，180元4个大荤吃出心跳游戏！","BV1hqd2Y8EGj","https://www.bilibili.com/video/BV1hqd2Y8EGj/","2025-04-11","2081","2","常熟多尔滚","1049528654","1356","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","绕不开的无锡美食，玉兰饼！怎么是这个口味！","BV1todnYDE6c","https://www.bilibili.com/video/BV1todnYDE6c/","2025-04-08","6790","56","老胡库库炫","485308857","1318","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","早餐爽吃6家店，无锡也太美味了吧！！","BV19XZDYQE4L","https://www.bilibili.com/video/BV19XZDYQE4L/","2025-04-04","110637","200","大胖和软软","7956629","1207188","2026-07-21","通过：≥10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","吃在无锡 “大排面”｜很遗憾这次没赶上“大排面”。","BV1CwQ6YsEim","https://www.bilibili.com/video/BV1CwQ6YsEim/","2025-03-16","33126","165","马未都","471050418","547719","2026-07-21","通过：≥10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","吃在无锡 街头小店｜以最破的环境，叫最大的名字~","BV1n7QGYrERC","https://www.bilibili.com/video/BV1n7QGYrERC/","2025-03-15","37395","117","马未都","471050418","547719","2026-07-21","通过：≥10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","藏在5A级景区里的百年无锡老菜馆！真有那么好吃？","BV1ScQGYHE2a","https://www.bilibili.com/video/BV1ScQGYHE2a/","2025-03-14","3390","26","小胃王布丁","107192096","2370","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","挑战花200块在无锡市中心吃一天复兴路好多宝藏美食","BV1hdQnY2ESm","https://www.bilibili.com/video/BV1hdQnY2ESm/","2025-03-12","13630","23","贪吃小阿姨","1057793578","15568","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","吃在无锡 第一站｜到了无锡，来大酒店撮一顿！","BV1w1Q7YoEvz","https://www.bilibili.com/video/BV1w1Q7YoEvz/","2025-03-12","80798","250","马未都","471050418","547719","2026-07-21","通过：≥10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","【江南小笼汤包点评•无锡】高铁来回 勇闯甜都吃小笼究竟值不值？","BV1cURwYnEum","https://www.bilibili.com/video/BV1cURwYnEum/","2025-03-06","297711","2079","跟着老高吃东西","3546672569256789","509906","2026-07-21","通过：≥10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","【吃货合集】吃遍一座城之无锡系列1！无锡早点小吃菜品全囊括！","BV1Hr9jYtERM","https://www.bilibili.com/video/BV1Hr9jYtERM/","2025-03-04","140","0","麻浦区保安奈奈子","32759542","79","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","来无锡啦！到无锡必吃的当地特色菜我来了！看看够不够甜！","BV1uk9iYbE1Z","https://www.bilibili.com/video/BV1uk9iYbE1Z/","2025-03-03","3190","18","小胃王布丁","107192096","2370","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡一家吃吊鸡露的馆子，鸡汤鲜美，小肠嫩滑，真的好吃","BV1o9XdYZEFp","https://www.bilibili.com/video/BV1o9XdYZEFp/","2025-03-02","61302","323","员外的觅食人生","9433848","118563","2026-07-21","通过：≥10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡川菜前三❓","BV1aCKNe6Ecp","https://www.bilibili.com/video/BV1aCKNe6Ecp/","2025-02-14","3631","15","玉兰饼吃什么vlog","3546818132576366","1369","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","新派川菜的代表！无锡也能吃到好吃的川菜了？","BV13Ff2YiEKQ","https://www.bilibili.com/video/BV13Ff2YiEKQ/","2025-01-28","4982","16","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","在无锡36岁贪吃小阿姨三刷无锡天花板自贡菜13道菜吃美了","BV1qW6BYGELU","https://www.bilibili.com/video/BV1qW6BYGELU/","2025-01-02","6585","24","贪吃小阿姨","1057793578","15568","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","网红的尽头是开店？无锡吃面哥也开面馆了，面筋百叶包又大又便宜！","BV1kqzGYCE76","https://www.bilibili.com/video/BV1kqzGYCE76/","2024-11-26","17153","62","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡东北塘30多年老店，老板放弃面条专攻炒菜，分量口味都没话说！","BV14VDgY6E1A","https://www.bilibili.com/video/BV14VDgY6E1A/","2024-11-06","21193","41","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","乡镇面馆一天卖两百多斤面？无锡玉祁这家老店，33元吃得心满意足！","BV1bjS7YfEEW","https://www.bilibili.com/video/BV1bjS7YfEEW/","2024-10-31","15195","82","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡.老友记 厨子探店¥108","BV15KSbYKEZS","https://www.bilibili.com/video/BV15KSbYKEZS/","2024-10-30","1165115","1681","真探唐仁杰","544336675","4700147","2026-07-21","通过：≥10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡.苍蝇馆 厨子探店¥240","BV1e314YJEFA","https://www.bilibili.com/video/BV1e314YJEFA/","2024-10-28","1153445","2197","真探唐仁杰","544336675","4700147","2026-07-21","通过：≥10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","一条视频带你吃遍无锡三家老字号本帮菜馆","BV1U513YwETQ","https://www.bilibili.com/video/BV1U513YwETQ/","2024-10-28","19314","55","贪吃小阿姨","1057793578","15568","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡坊前人气面饭店，搬迁3次老客跟着跑，13元就能让你扶墙走！","BV1Kyy6Y3Esb","https://www.bilibili.com/video/BV1Kyy6Y3Esb/","2024-10-24","9876","16","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","【逛吃无锡】玉兰饼！鸡子大饼！肉汤圆小笼包！四年了我想你们！","BV1otyHYuE1S","https://www.bilibili.com/video/BV1otyHYuE1S/","2024-10-22","128275","245","逛吃小猪猪","110055866","463768","2026-07-21","通过：≥10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡这家人气川菜馆，主打自贡口味麻辣鲜香，这厕所兔您吃过吗？","BV1m72hYRE9W","https://www.bilibili.com/video/BV1m72hYRE9W/","2024-10-12","6491","16","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡美食攻略大全来无锡旅游看我这条够啦一条视频带你吃遍无锡17家老字号","BV1TAsreJEkM","https://www.bilibili.com/video/BV1TAsreJEkM/","2024-09-25","50976","148","贪吃小阿姨","1057793578","15568","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","稻香市场，无锡人从小吃到大的美食都在这。","BV1zupee5ERp","https://www.bilibili.com/video/BV1zupee5ERp/","2024-09-08","3555","8","路灯摄影","1119599111","1589","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","8元一碗的卤肉饭，无锡这家台湾菜，真的好吃吗？","BV1ENpTeAEFQ","https://www.bilibili.com/video/BV1ENpTeAEFQ/","2024-09-05","59338","103","爱学习的好王野","11263788","96805","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","人均60元！开在无锡的川菜馆，到底正宗不正宗？","BV1hMW8epE5K","https://www.bilibili.com/video/BV1hMW8epE5K/","2024-08-21","31297","118","爱学习的好王野","11263788","96805","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡这座小众的禅寺里，藏着家干净的素面馆，12元一大碗好吃不贵！","BV1En4y1f74L","https://www.bilibili.com/video/BV1En4y1f74L/","2024-08-15","16058","36","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡小吃这么甜这么油怎么吃不胖的 | 小笼包玉兰饼鳝鱼面","BV1oPY5eGEwA","https://www.bilibili.com/video/BV1oPY5eGEwA/","2024-08-10","15068","175","福福爱吃","27143739","25022","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡逛吃我又吃到哪些好吃的","BV1mS411w7kn","https://www.bilibili.com/video/BV1mS411w7kn/","2024-08-09","8596","34","贪吃小阿姨","1057793578","15568","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡这家私房面饭馆，一到饭点就找不到座位，浇头品种多好吃不贵！","BV13M4m117fY","https://www.bilibili.com/video/BV13M4m117fY/","2024-07-31","18226","57","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡前洲30年老店，有面有饭干净又卫生，一荤三素15元谁都吃得起","BV1gm42137Hc","https://www.bilibili.com/video/BV1gm42137Hc/","2024-07-29","9153","79","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","江苏无锡298/位活海胆畅吃！给我爽到了","BV1q1421t74B","https://www.bilibili.com/video/BV1q1421t74B/","2024-07-29","20834","50","小二水脸圆圆","546236631","22961","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡｜3天逛吃30家！烟雨江南美味甜到心里！","BV1GS421R7UT","https://www.bilibili.com/video/BV1GS421R7UT/","2024-07-20","89153","183","rikku闲不咸","95054455","38132","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡江南大学宝藏夜市爽吃四家店才花60元","BV1jz421q7Ww","https://www.bilibili.com/video/BV1jz421q7Ww/","2024-07-16","18324","58","贪吃小阿姨","1057793578","15568","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","来无锡啦，一口气吃了21种美食，属实没想到无锡也那么好吃","BV1p1421b7Fs","https://www.bilibili.com/video/BV1p1421b7Fs/","2024-07-13","22533","74","大脸楠楠啊","29425430","24203","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡美食便宜又好吃! 来无锡必逛的一条街! 台湾小伙美食探店vlog","BV1ti421i77i","https://www.bilibili.com/video/BV1ti421i77i/","2024-06-15","27658","79","小杰不到一百六","454433355","148120","2026-07-21","通过：≥10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡盛岸市场二楼大食堂实惠又好吃","BV1Kz421Y7eN","https://www.bilibili.com/video/BV1Kz421Y7eN/","2024-06-05","15942","47","贪吃小阿姨","1057793578","15568","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","花492元在无锡逛吃的一天吃了啥","BV1HD421g7fY","https://www.bilibili.com/video/BV1HD421g7fY/","2024-05-31","10472","34","贪吃小阿姨","1057793578","15568","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","在无锡这家酸辣汤小店，竟然吃到了三十年前的老法头味道冷饮杯｜无锡旅游｜无锡美食｜特色美食｜顶顶牛酸辣汤｜老式桂花红豆冷饮｜无锡酸辣汤","BV13D421N76J","https://www.bilibili.com/video/BV13D421N76J/","2024-05-08","7723","68","吃吃花头劲","360679770","10719","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","驱车150公里只为吃3块钱一个的无锡玉兰饼，和12块的酸辣汤！无锡藏在居民区里专做玉兰饼的老牌饮食店！来无锡一定要感受一下当地居民这幸福的早餐生活！","BV1QT421C7iV","https://www.bilibili.com/video/BV1QT421C7iV/","2024-05-02","491647","285","达哥在上海","504799975","1048542","2026-07-21","通过：≥10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡这家新开的惠民餐厅，各类本帮菜应有尽有，60岁以上还能打折！","BV1SZ421n7kG","https://www.bilibili.com/video/BV1SZ421n7kG/","2024-04-25","16931","46","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡108元！畅吃新疆菜真的太牛了～菜味超级赞！还有新疆烧烤跟主食哦｜戈壁滕抓饭","BV1Vb421Y7Mb","https://www.bilibili.com/video/BV1Vb421Y7Mb/","2024-04-23","92782","243","刘牛牛Moo","1050941634","148823","2026-07-21","通过：≥10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"江阴市","2026-07-21","带退休爸妈江阴美食游！刀鱼、河豚、鮰鱼鲜到掉眉，拖炉饼金黄喷香，外脆里糯","BV1L1421Z7Zz","https://www.bilibili.com/video/BV1L1421Z7Zz/","2024-04-15","120250","388","小猪好吃喝","77087977","186700","2026-07-21","通过：≥10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡40元炸鸡自助不限时畅吃，十九种口味任选｜爱尚炸鸡","BV1Ur421V7ZD","https://www.bilibili.com/video/BV1Ur421V7ZD/","2024-04-13","86713","450","刘牛牛Moo","1050941634","148823","2026-07-21","通过：≥10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡这家20多年苍蝇小馆，主打一个经济实惠，两人90元吃到扶墙走！","BV1uE421u7f6","https://www.bilibili.com/video/BV1uE421u7f6/","2024-04-10","9652","19","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡探店记录，生意真好要排队","BV1Kx4y1e7mU","https://www.bilibili.com/video/BV1Kx4y1e7mU/","2024-04-07","121811","402","账号已注销","3546562324073045","11353","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","人均消费20元！无锡宝藏小馆子，老板称“不为赚钱”？","BV1nz421y74c","https://www.bilibili.com/video/BV1nz421y74c/","2024-04-06","41912","112","爱学习的好王野","11263788","96805","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡阿姨妈妈喜欢的三十年老牌酒楼，玉兰饼堪称一绝｜无锡美食｜天福苑｜无锡旅游｜崇宁路｜崇安寺｜中山路｜惠山古镇｜南长街｜清名桥","BV1zH4y1T7pj","https://www.bilibili.com/video/BV1zH4y1T7pj/","2024-04-06","14790","66","吃吃花头劲","360679770","10719","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","第一次来无锡探店就吃到我喜欢的味道！","BV111421S7Cv","https://www.bilibili.com/video/BV111421S7Cv/","2024-03-23","1122","10","DK程大鑫","2055557955","1819","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡早面 当地美食 无锡面馆探店","BV1kJ4m187vM","https://www.bilibili.com/video/BV1kJ4m187vM/","2024-03-19","30","1","hvgnfhvfxg","40449715","7096","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡美食老字号，二泉老菜馆","BV18t42157Ch","https://www.bilibili.com/video/BV18t42157Ch/","2024-03-15","3881","13","炎炎吾","241173607","6990","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡稻香老牌饮食店，汤面只要3块5一碗，浇头便宜味道也不差！","BV122421c71y","https://www.bilibili.com/video/BV122421c71y/","2024-02-17","19211","70","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡这家地道四川菜馆，开了23年圈粉无数，鲶鱼毛血旺加燃面真舒坦！","BV15Z421U746","https://www.bilibili.com/video/BV15Z421U746/","2024-02-05","9347","16","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡市锡山区厚桥，花162元吃36年坑缸饭店4大特色菜＃无锡美食＃常熟多尔滚","BV1rb4y1N7Ud","https://www.bilibili.com/video/BV1rb4y1N7Ud/","2024-01-25","916","1","常熟多尔滚","1049528654","1356","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","上午十点半就关门的小吃店，馄饨小笼包颇受欢迎，这里有无锡的老味道！","BV1Wa4y1m7Pe","https://www.bilibili.com/video/BV1Wa4y1m7Pe/","2024-01-10","15222","39","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","能让无锡人特地开车来吃，这家老店是真有两下！酸辣汤配鸡子大饼绝配！","BV1NK411t7kv","https://www.bilibili.com/video/BV1NK411t7kv/","2024-01-01","27527","91","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","挑战无锡早市，白糖拌馄炖，梅花糕里塞肉！南方小土豆大震惊！","BV1wi4y1z7oD","https://www.bilibili.com/video/BV1wi4y1z7oD/","2024-01-01","141076","601","机智的小肥虎tiger","49669140","336392","2026-07-21","通过：≥10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","无锡惠山古镇，吃花酒喝蟹面，烧饼就狮子头不要太爽！","BV1Wj411n7PD","https://www.bilibili.com/video/BV1Wj411n7PD/","2023-12-29","103678","263","机智的小肥虎tiger","49669140","336392","2026-07-21","通过：≥10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","在无锡吃地道本帮菜，这家老店是绕不开的，188元这一桌相当巴适！","BV1Ee411z7ze","https://www.bilibili.com/video/BV1Ee411z7ze/","2023-12-26","52188","95","秦大浪vlog","1238201958","20145","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","倾囊分享无锡五家天花板面馆爱吃面条的码住","BV1yC4y1q79m","https://www.bilibili.com/video/BV1yC4y1q79m/","2023-12-25","31196","131","贪吃小阿姨","1057793578","15568","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
"无锡市","2026-07-21","[太湖饭店-寄畅轩] 韩国大叔的无锡探店旅程从天花板开始走起~","BV1gc411D7tq","https://www.bilibili.com/video/BV1gc411D7tq/","2023-12-07","32104","184","丁泽西支楞起来","1307209609","34163","2026-07-21","不通过：低于10万","B站内置浏览器：无锡 美食 探店／无锡 小吃"
